day	temperaturemin	temperaturemax	precipitation	avgwindspeed	fastest2minwindspeed	fastest5secwindspeed
634	59	64	0.33	16.55	23.94	34.9
635	63	81	0.96	10.07	21.92	31.09
636	64.9	80.1	0.18	3.58	8.95	12.97
637	66.9	82.9	0	2.91	12.08	17
638	64	82	0	2.68	12.97	14.09
639	62.1	81	0.01	2.68	12.97	17.9
640	51.1	73	0.25	3.36	12.97	17.9
641	46.9	70	0	2.91	12.97	16.11
642	46.9	75	0	2.68	14.09	17
643	48.9	79	0	1.79	8.05	10.07
644	54	82	0	1.57	8.05	10.07
645	53.1	82	0	3.8	12.08	14.99
646	55.9	71.1	0	6.71	12.97	17
647	52	73.9	0	6.04	12.97	14.99
648	64	75.9	0.29	2.46	8.05	10.07
649	64.9	73	0.02	6.71	16.11	17.9
650	60.1	71.1	0	9.62	14.99	19.91
651	55.9	78.1	0	8.72	16.11	19.91
652	52	79	0	1.57	6.93	8.95
653	48.9	84.9	0	1.12	10.07	12.08
654	54	87.1	0	1.12	8.95	12.08
655	55.9	84.9	0	2.24	12.08	14.99
656	53.1	70	0.26	7.83	17	21.03
657	51.1	62.1	0.3	9.62	17	21.92
658	39	61	0	6.93	17.9	27.96
659	35.1	66.9	0	2.24	10.07	12.97
660	42.1	73.9	0	6.26	12.97	17
661	35.1	60.1	0	5.59	14.99	19.91
662	39	60.1	0	6.26	14.09	17.9
663	48	63	0.03	9.84	21.03	25.05
664	57.9	77	0.02	7.61	14.99	19.91
665	44.1	70	0	3.13	12.08	0
666	35.1	60.1	0	4.47	16.11	21.92
667	34	55	0	8.72	21.03	29.97
668	34	59	0	6.93	17.9	25.05
669	28	60.1	0	2.68	12.08	14.99
670	30.9	66.9	0	2.91	12.08	14.99
671	37.9	77	0	1.79	8.95	12.08
672	37.9	75	0	4.7	14.09	16.11
673	55	57.9	0.13	8.72	14.09	17.9
674	55.9	59	0.92	10.51	16.11	21.92
675	52	68	0	6.93	14.99	21.03
676	46.9	77	0	3.13	12.97	17
677	46.9	80.1	0	4.03	14.99	17.9
678	44.1	73	0.06	8.72	19.91	23.04
679	37	66	0	1.57	10.07	14.09
680	34	61	0	1.79	12.08	17
681	33.1	57	0	4.25	12.97	17
682	39	61	0	4.03	12.97	16.11
683	51.1	66	0.09	4.7	14.99	23.94
684	55	64	0.81	3.13	12.97	16.11
685	51.1	75.9	0.62	14.54	29.97	36.01
686	36	55.9	0	6.26	19.91	23.94
687	32	55	0	3.8	12.97	14.99
688	32	45	0	8.28	17	25.05
689	27	45	0	6.04	14.09	16.11
690	28	57	0	6.49	16.11	21.92
691	28	44.1	0.05	7.83	19.91	27.96
692	21	46	0	3.13	12.97	16.11
693	26.1	55	0	2.68	12.08	14.09
694	28	55	0.19	6.04	16.11	17.9
695	30.9	54	0.18	8.05	21.03	29.97
696	26.1	54	0	3.8	10.96	16.11
697	28.9	63	0	2.91	10.07	12.97
698	39	68	0	3.13	10.07	12.97
699	39	50	0.04	7.61	16.11	21.03
700	39	59	0.96	6.93	21.03	25.95
701	36	52	0	14.09	34.9	42.95
702	28	48.9	0	0	10.07	14.09
703	25	54	0	4.03	12.08	16.11
704	33.1	57.9	0	8.72	17.9	21.92
705	28	52	0	4.7	12.97	17.9
706	26.1	46.9	0.06	2.01	8.05	12.08
707	25	43	0	4.47	17	23.04
708	21.9	48	0	3.8	8.95	12.97
709	36	66	0	8.72	21.92	29.08
710	61	70	0.07	10.51	17.9	21.92
711	57	69.1	1.4	10.29	27.96	34.9
712	36	57.9	0.09	8.95	17	25.05
713	25	46.9	0	1.79	10.07	12.97
714	28	57	0	2.24	12.08	16.11
715	54	70	0	8.28	21.92	29.08
716	44.1	61	0.02	7.16	21.03	27.96
717	44.1	57.9	0	4.47	14.09	14.99
718	48.9	57.9	0.02	2.46	10.07	12.08
719	54	71.1	0	10.74	31.99	36.91
720	48.9	61	0.19	5.59	17.9	23.94
721	35.1	60.1	0.6	9.84	25.05	33.11
722	21	36	0	7.16	17	23.94
723	21.9	44.1	0	4.7	14.99	17
724	37.9	66.9	0	7.38	25.05	31.09
725	37.9	66	0.31	3.8	23.94	29.08
726	37	48	0.04	4.92	14.99	19.91
727	43	59	0.01	3.36	8.05	8.95
728	57	73.9	0.23	12.75	27.96	31.99
729	39	60.1	0.02	3.36	12.08	14.99
730	37	64	0	5.82	14.09	17
731	28.9	57	0	10.96	23.94	38.92
732	23	42.1	0	3.8	12.08	14.09
733	27	42.1	0.05	6.26	14.09	16.11
734	32	57.9	0	2.01	8.05	10.07
735	43	55.9	0.62	4.03	12.08	14.99
736	53.1	60.1	0	5.82	14.09	16.11
737	43	57	0.9	6.04	16.11	21.03
738	41	68	0.16	18.34	42.95	59.06
739	36	53.1	0	9.17	17	21.92
740	27	50	0	3.58	12.08	14.09
741	33.1	64	0	10.74	23.94	29.08
742	39.9	57.9	0.06	6.26	23.04	29.97
743	30	48	0	3.58	12.97	14.99
744	32	43	0	2.46	8.05	12.97
745	28	46	0	5.82	12.08	14.99
746	21.9	44.1	0	7.61	14.09	21.03
747	15.1	28	0	4.47	12.97	17
748	10.9	36	0	5.82	14.09	17.9
749	32	41	0	10.51	17	21.03
750	35.1	50	0.02	5.82	12.97	16.11
751	23	35.1	0.19	6.71	19.91	25.95
752	12.9	35.1	0	4.7	12.97	17
753	21.9	48.9	0	5.82	14.09	14.99
754	30.9	60.1	0	8.05	17	21.03
755	36	57	0	5.59	12.08	14.99
756	30	36	0	6.26	14.09	17
757	33.1	46.9	0	3.58	10.07	12.97
758	39.9	43	0.11	3.8	8.05	10.07
759	42.1	66.9	0.42	9.17	31.99	40.04
760	30	54	0	2.91	12.08	14.09
761	28	50	0	4.7	17	21.92
762	26.1	46.9	0	5.59	17.9	23.94
763	32	62.1	0	11.86	25.05	29.08
764	37	64	0.11	9.62	21.03	23.94
765	32	46	0.15	7.61	16.11	21.92
766	25	37.9	0	8.5	17	25.05
767	19	34	0	6.04	14.09	21.03
768	19.9	55	0	5.82	17	21.92
769	30.9	71.1	0	6.71	17	21.03
770	44.1	75	0	7.83	16.11	23.04
771	39.9	66	0	6.04	14.09	17.9
772	48	73	0	10.51	25.05	31.09
773	54	75	0.04	17.45	34.9	44.96
774	51.1	69.1	0	11.86	23.94	36.91
775	41	68	0	6.93	21.92	29.08
776	45	63	0	8.72	17.9	21.03
777	34	54	0	4.7	14.09	17.9
778	30.9	46	0	7.38	16.11	21.03
779	23	50	0	3.8	12.08	14.99
780	39.9	57	0.59	10.74	17	23.04
781	34	57.9	0	10.29	21.03	29.08
782	27	43	0	7.38	17.9	23.94
783	21.9	54	0	5.37	17	23.04
784	30.9	50	0.01	10.96	21.92	33.11
785	28	44.1	0	7.38	17	23.94
786	23	46	0	2.68	12.08	14.09
787	25	55.9	0	3.8	12.08	17
788	37	64.9	0	7.38	17.9	21.92
789	53.1	72	0.03	9.62	25.95	31.09
790	37.9	57.9	0.72	9.62	21.03	25.05
791	35.1	37.9	1.38	12.75	23.04	27.96
792	23	35.1	0.3	6.93	14.99	21.92
793	18	36	0	3.58	12.08	16.11
794	19.9	50	0	2.91	14.09	16.11
795	28.9	61	0	8.28	17	21.03
796	39.9	73.9	0	14.32	25.95	33.11
797	48.9	82	0	7.38	16.11	17.9
798	53.1	84	0	14.54	25.05	29.97
799	55	84	0	8.72	19.91	29.08
800	46.9	69.1	0	8.5	17.9	23.04
801	61	82.9	0	9.84	17.9	23.04
802	46.9	62.1	0	8.95	16.11	19.91
803	39	46.9	0.53	8.72	16.11	19.91
804	39	44.1	0.73	4.92	14.09	16.11
805	43	48.9	0.87	2.46	8.95	10.07
806	46.9	51.1	0.41	3.8	12.08	14.09
807	43	62.1	0	7.38	14.99	19.91
808	43	68	0	4.92	12.08	14.09
809	45	75.9	0.64	10.07	21.03	33.11
810	41	60.1	0	6.93	14.09	19.91
811	30.9	57	0	4.03	12.97	17
812	30.9	66.9	0	3.36	10.07	14.09
813	42.1	66	0	5.82	19.91	21.92
814	41	57.9	0	8.28	16.11	21.92
815	42.1	48.9	0.01	4.7	12.97	16.11
816	46	69.1	0.43	5.37	25.05	29.08
817	57	68	0.62	3.36	14.09	16.11
818	62.1	70	0.91	5.37	29.08	31.99
819	50	77	0	17.45	31.09	40.04
820	44.1	66.9	0	6.04	16.11	21.03
821	39	69.1	0	5.82	12.97	16.11
822	53.1	70	0.01	6.49	14.09	17
823	57.9	64.9	0.33	7.38	14.99	21.03
824	55	78.1	0.06	15.21	34.9	42.95
825	46.9	73.9	0	6.04	16.11	21.92
826	44.1	82.9	0	8.5	23.04	29.97
827	48	71.1	0.46	11.18	19.91	31.09
828	41	51.1	0	10.07	21.92	29.97
829	32	61	0	10.51	25.05	29.97
830	43	70	0	4.7	14.99	21.03
831	54	78.1	0.35	10.74	29.97	34.9
832	51.1	72	0	9.17	17.9	25.95
833	44.1	66	0	4.47	14.09	17
834	45	63	0	6.26	17	21.92
835	55.9	73	0.12	7.61	14.99	17
836	48.9	64	0	8.72	19.91	23.94
837	43	68	0	9.4	19.91	23.94
838	36	73.9	0	3.8	10.07	14.09
839	45	82.9	0	7.83	14.99	17.9
840	53.1	73	0	8.5	21.03	25.05
841	59	79	0.36	10.29	23.94	29.08
842	50	75	0	5.14	29.97	36.91
843	46.9	64.9	0	8.28	29.08	36.91
844	41	80.1	0	5.37	19.91	25.95
845	52	89.1	0	6.93	16.11	19.91
846	66	91.9	0	10.51	16.11	19.91
847	61	91	0	8.05	16.11	19.91
848	61	89.1	0	7.38	17	21.92
849	55	84.9	0	9.62	17.9	23.04
850	57.9	82.9	0	8.28	17	21.92
851	55	75.9	0	5.59	16.11	21.03
852	66.9	82	0.07	12.97	23.94	29.08
853	66	84	0	9.84	17	21.92
854	64	86	0	11.18	25.95	31.99
855	66.9	87.1	0.29	14.54	25.95	31.99
856	60.1	73	0.98	5.14	12.97	14.99
857	61	82.9	0.17	6.93	21.03	23.94
858	66	84	0.1	9.4	19.91	23.04
859	62.1	82	0	7.38	19.91	23.04
860	66.9	90	0.08	12.08	31.09	44.07
861	63	80.1	0	3.36	10.07	14.09
862	48	68	0.07	6.49	17	21.03
863	46.9	75.9	0	3.36	14.09	19.91
864	55	75	0	7.61	17	25.95
865	60.1	82	0	7.16	16.11	21.92
866	69.1	84.9	0	6.04	12.97	14.99
867	70	87.1	0.01	9.62	17.9	21.92
868	52	73	0.29	8.95	17.9	25.05
869	48.9	66.9	0.06	9.62	21.92	29.08
870	45	71.1	0	9.62	23.04	29.97
871	44.1	79	0	7.61	14.09	23.04
872	60.1	82	0	6.71	14.99	21.03
873	57.9	87.1	0	3.8	10.07	14.09
874	61	84.9	0	5.59	14.99	17.9
875	66.9	84	0.54	4.92	14.99	17
876	66.9	82.9	0.13	5.37	23.04	29.08
877	69.1	82	0.69	6.49	17	21.92
878	64	86	0	2.68	8.95	16.11
879	68	86	0.65	5.82	25.95	34.9
880	68	88	0	7.16	19.91	23.04
881	63	84.9	0	4.03	12.08	14.99
882	64.9	88	0	4.92	14.99	21.92
883	64.9	87.1	0	6.04	14.99	17.9
884	66	93.9	0	6.71	14.99	19.91
885	70	91.9	0	8.28	17.9	25.05
886	68	90	0.76	7.38	17	21.03
887	64.9	80.1	0.13	7.38	17.9	23.94
888	63	75.9	0	5.82	14.09	17
889	62.1	86	0	3.13	8.95	12.08
890	66	91	0	3.13	10.07	14.99
891	66	93.9	0.82	7.16	23.04	29.08
892	64.9	84.9	0.07	4.7	12.97	19.91
893	69.1	89.1	0	4.92	14.09	16.11
894	66.9	91	0	6.04	14.99	19.91
895	70	91.9	0	2.91	8.95	14.09
896	70	86	0	5.59	14.09	17
897	68	84.9	0.04	5.59	17.9	21.92
898	66	73	0.42	6.49	14.99	19.91
899	68	80.1	0.05	7.38	14.99	17.9
900	71.1	91	0.03	6.26	12.97	17
901	70	91	0	4.7	14.09	17
902	73.9	96.1	0	7.61	16.11	23.94
903	72	90	0	7.38	17	25.05
904	68	88	0	3.8	14.09	17
905	68	89.1	0.02	5.37	14.09	16.11
906	68	91	0	3.58	12.08	14.99
907	64	95	0	2.24	10.07	14.09
908	69.1	97	0	5.14	14.09	17
909	71.1	93.9	0	5.59	14.99	17.9
910	63	91.9	0	4.03	14.09	17.9
911	72	91.9	0	5.82	17.9	21.92
912	64	95	0	4.92	19.91	29.08
913	64.9	97	0.04	5.14	21.03	27.96
914	66.9	91.9	0.02	4.92	14.99	19.91
915	64.9	87.1	0	4.25	14.09	17.9
916	60.1	90	0	4.03	14.09	17.9
917	70	82	0.03	2.91	8.95	10.07
918	70	82.9	0.12	5.14	12.08	14.09
919	64	91	0	2.68	8.95	8.95
920	64.9	91	0	5.37	12.97	16.11
921	69.1	87.1	0	6.93	14.09	17.9
922	66	84	0	4.7	8.05	0
923	66.9	91	0.03	7.61	17.9	23.94
924	72	97	0	7.61	17.9	25.05
925	69.1	82	0.63	3.36	19.91	25.95
926	64.9	88	0	4.7	16.11	23.04
927	63	91.9	0	5.59	14.09	19.91
928	73.9	91	0	8.95	19.91	27.96
929	73	97	0.27	8.05	21.92	33.11
930	71.1	86	0.06	4.03	12.08	23.94
931	66	88	0	5.59	12.97	17.9
932	66.9	79	0.19	5.14	12.97	17
933	68	88	0	3.13	8.05	10.07
934	68	91.9	0	5.14	12.97	17
935	72	93	0	5.59	14.99	21.92
936	71.1	91.9	0.34	3.36	12.08	14.99
937	66.9	96.1	0	4.92	25.05	40.04
938	73	99	0.06	9.17	21.92	29.08
939	73	93.9	0	7.83	21.92	29.08
940	69.1	95	0	6.71	27.96	36.01
941	72	91.9	0.28	10.29	31.09	40.04
942	73.9	95	0.06	8.28	23.94	34.9
943	73	93	0.03	12.53	25.05	31.99
944	73	91.9	0	5.82	10.07	0
945	73.9	82.9	0.27	8.95	16.11	21.92
946	70	95	0.03	2.68	14.99	21.92
947	66.9	95	0	3.58	12.97	31.99
948	72	96.1	0.18	5.82	17.9	23.94
949	70	84.9	0.23	2.68	12.08	17.9
950	68	88	0	3.36	14.09	14.99
951	69.1	91	0	7.61	16.11	21.92
952	70	99	0	7.61	23.04	34.9
953	72	99	0	6.71	17.9	23.04
954	73	99	0	4.92	17.9	27.96
955	71.1	84	0.03	2.24	12.08	19.91
956	71.1	81	0	2.01	8.05	17
957	71.1	84.9	0	5.59	14.99	25.05
958	71.1	88	0	4.03	14.09	16.11
959	69.1	90	0.08	2.01	16.11	19.91
960	68	93	0.06	3.13	12.97	17
961	72	96.1	0	7.61	17.9	25.95
962	73	98.1	0	9.84	17.9	25.05
963	73	91.9	0	6.71	17.9	23.94
964	75.9	93.9	0	8.05	17.9	23.94
965	70	86	0.25	3.8	21.92	36.91
966	69.1	84.9	0	3.36	8.95	14.99
967	68	87.1	0	3.8	12.97	16.11
968	68	88	0	3.36	12.08	17
969	66.9	95	0	3.36	12.97	21.03
970	70	93.9	0	4.7	12.08	14.99
971	71.1	90	0.37	4.03	25.05	36.01
972	71.1	91.9	0	5.14	17.9	23.04
973	69.1	86	0.01	2.68	12.08	14.99
974	64.9	72	0.14	5.59	12.08	16.11
975	61	79	0	9.4	21.03	25.95
976	57	79	0	8.5	17	21.92
977	59	81	0	5.82	17.9	23.04
978	57.9	87.1	0	2.91	12.08	21.03
979	57	89.1	0	3.36	12.08	17.9
980	63	87.1	0	6.26	19.91	27.96
981	63	79	0.57	7.38	17.9	21.92
982	68	80.1	0	8.05	17	23.94
983	62.1	82	0	4.47	14.99	21.92
984	59	72	0	5.82	16.11	21.92
985	55.9	82.9	0	2.91	12.08	21.92
986	60.1	87.1	0	3.13	12.08	16.11
987	59	82	0	4.25	12.97	21.92
988	57	87.1	0	2.01	12.08	16.11
989	62.1	91	0	4.03	12.08	17
990	66.9	79	0.05	4.7	14.09	17
991	64.9	71.1	0.37	4.03	10.07	14.09
992	64.9	77	0	2.01	10.07	14.09
993	62.1	81	0	5.59	14.99	21.03
994	62.1	78.1	0	6.93	14.99	17
995	57	82	0	5.59	14.99	23.94
996	64	81	1.45	4.25	12.97	17.9
997	71.1	82.9	0.25	2.24	12.97	16.11
998	71.1	90	0	3.36	10.07	12.97
999	62.1	77	0.02	6.26	19.91	25.95
1000	63	68	0.32	6.49	14.09	17.9
1001	61	81	0.1	2.91	14.09	21.92
1002	55	86	0.22	8.28	25.95	42.95
1003	50	72	0	5.14	16.11	23.04
1004	46.9	75	0	3.13	12.08	17
1005	51.1	73	0	3.8	14.09	17
1006	55	77	0	6.93	16.11	21.03
1007	55	82	0	2.91	16.11	19.91
1008	48.9	75	0	2.68	14.09	19.91
1009	57	66.9	0.09	2.01	8.05	10.07
1010	60.1	66	0.02	3.8	14.09	17.9
1011	57.9	82.9	0	9.17	19.91	31.09
1012	45	73.9	0	2.68	8.95	14.99
1013	55.9	82.9	0	10.29	17.9	23.94
1014	59	79	0.02	7.83	17	21.92
1015	55.9	70	0.01	4.7	14.99	19.91
1016	53.1	60.1	0.19	5.14	10.07	14.99
1017	52	77	0	2.91	8.95	14.99
1018	46.9	61	0.14	8.72	14.99	21.03
1019	45	55	0.07	3.58	10.07	14.09
1020	46	57.9	0	6.04	14.09	17.9
1021	45	57.9	0	6.26	14.09	21.03
1022	39.9	52	0	5.14	17	23.94
1023	34	61	0	2.01	12.97	14.99
1024	35.1	72	0	2.91	12.08	29.08
1025	42.1	78.1	0	1.79	8.95	14.09
1026	46	78.1	0	4.47	17	23.04
1027	60.1	81	0	8.95	21.03	29.08
1028	57.9	81	0.27	11.41	25.95	34.9
1029	46.9	60.1	0	5.14	12.97	19.91
1030	44.1	64	0.06	5.82	14.09	17
1031	54	62.1	0.12	4.25	16.11	23.94
1032	54	75.9	0.04	5.82	16.11	23.04
1033	48	68	0	5.82	14.99	17.9
1034	54	61	0.01	2.68	12.08	14.99
1035	59	80.1	0.06	8.28	19.91	23.94
1036	48.9	70	0.92	10.51	21.92	31.09
1037	42.1	60.1	0.03	4.7	12.08	17
1038	37.9	71.1	0	2.01	8.05	14.09
1039	37.9	64	0	2.91	14.99	21.03
1040	37.9	64.9	0	2.91	14.99	23.04
1041	37.9	60.1	0	2.68	14.09	17.9
1042	33.1	66	0	5.59	16.11	21.03
1043	42.1	75.9	0	2.91	8.05	12.08
1044	42.1	75.9	0	0.89	8.95	12.97
1045	55.9	63	0.88	4.7	16.11	23.04
1046	48	57	2.97	15.21	27.96	36.91
1047	46	48	0.58	14.09	21.92	36.91
1048	48	55	0.03	11.41	19.91	31.99
1049	48	66.9	0.01	4.47	12.08	19.91
1050	44.1	73	0	0	4.92	10.07
1051	42.1	73.9	0	0.89	8.05	12.08
1052	46.9	63	0	5.82	14.09	17
1053	52	62.1	0.45	8.28	16.11	21.03
1054	57.9	73	0.01	5.14	10.07	14.99
1055	42.1	63	0	3.58	14.99	23.04
1056	39	57	0	3.58	14.09	19.91
1057	37	57	0.19	5.82	17	23.04
1058	48.9	52	0.58	6.26	17	23.04
1059	48	57.9	0	3.36	10.07	14.99
1060	46.9	55.9	0.01	2.68	8.95	12.08
1061	41	61	0.07	3.36	14.09	25.05
1062	36	54	0	7.38	21.03	31.09
1063	28.9	57.9	0	3.36	12.08	14.99
1064	39	71.1	0	7.83	14.99	21.92
1065	42.1	62.1	0.18	10.51	21.03	33.11
1066	30	55.9	0	2.01	8.05	12.08
1067	39.9	68	2.3	8.72	31.99	38.92
1068	39	68	0	9.4	31.09	40.04
1069	34	55.9	0	2.24	10.07	12.97
1070	36	48	0.41	4.92	14.09	23.04
1071	28	44.1	0	2.01	12.97	14.99
1072	27	51.1	0	1.79	8.95	12.08
1073	33.1	46	0.45	6.49	16.11	21.92
1074	39.9	70	0.76	14.99	36.91	51
1075	35.1	59	0	8.95	17.9	27.96
1076	25	36	0	3.36	12.08	16.11
1077	21.9	43	0	2.24	8.95	12.08
1078	36	42.1	0.29	2.91	8.95	12.97
1079	37.9	50	0	5.14	12.08	14.99
1080	48	59	0	4.47	12.97	25.95
1081	28.9	48.9	0	2.91	10.07	16.11
1082	28	45	0	2.01	10.07	14.09
1083	30.9	37	0.46	9.4	25.05	33.11
1084	30	34	0.44	7.61	21.03	25.95
1085	26.1	45	0	2.68	14.09	23.94
1086	24.1	48.9	0	2.24	14.09	17.9
1087	24.1	48.9	0	0.45	8.95	12.97
1088	25	53.1	0	0.45	6.04	10.07
1089	27	48	0	5.82	17	25.95
1090	36	59	0.8	10.96	21.03	36.91
1091	39	53.1	0	6.71	10.07	10.07
1092	28	55	0	3.58	12.08	16.11
1093	30.9	46	0	8.05	16.11	25.05
1094	24.1	42.1	0	6.26	14.99	23.94
1095	23	37.9	0.07	3.58	8.95	17
1096	32	46	0.11	1.57	6.93	12.08
1097	30.9	48	0	4.7	12.08	21.03
1098	21.9	32	0	9.62	19.91	29.97
1099	18	32	0	8.5	17	27.96
1100	17.1	36	0	6.26	12.97	21.92
1101	17.1	36	0	5.14	14.99	23.04
1102	19	41	0	5.59	14.09	21.92
1103	19.9	48	0	5.37	12.97	17.9
1104	21.9	42.1	0.05	8.95	23.04	33.11
1105	19.9	37	0	3.36	8.95	16.11
1106	19	37	0	2.46	12.08	17
1107	15.1	45	0	3.8	16.11	21.03
1108	28	37.9	0	2.68	12.97	17
1109	19	46	0	1.79	8.95	12.08
1110	23	57	0	3.58	8.95	12.97
1111	28	63	0	2.01	8.05	10.07
1112	30	62.1	0.02	1.57	8.95	12.08
1113	45	68	1.46	7.38	21.03	27.96
1114	39	62.1	0	3.13	12.08	19.91
1115	35.1	66	0	1.79	12.08	14.09
1116	37	64.9	0	4.47	16.11	23.94
1117	37	41	0.65	9.84	17	21.92
1118	37	39.9	0.01	6.71	12.97	16.11
1119	30	50	0	4.7	12.08	17.9
1120	39.9	64.9	0.13	9.62	27.96	36.91
1121	46.9	66	0.86	17.67	29.08	38.92
1122	30.9	51.1	0	8.28	19.91	29.08
1123	25	51.1	0	3.36	14.99	21.03
1124	30	63	0	5.82	17	23.94
1125	28	46	0.1	7.16	14.99	19.91
1126	19	28	0.61	10.29	21.92	27.96
1127	17.1	37.9	0	2.24	12.97	19.91
1128	18	48	0	0.67	6.93	10.07
1129	28.9	37	0.09	5.14	21.92	29.08
1130	33.1	51.1	0.01	3.13	12.08	17.9
1131	30	44.1	0	3.13	12.08	17.9
1132	33.1	42.1	1.37	11.41	25.95	34.9
1133	30	37	0.02	6.26	12.97	19.91
1134	21.9	42.1	0	2.24	12.97	16.11
1135	21.9	46	0	2.24	8.95	12.08
1136	32	39.9	0.35	4.7	16.11	21.03
1137	28	37.9	0	13.42	27.96	44.07
1138	30	45	0	8.28	16.11	25.95
1139	26.1	39	0.1	1.79	8.95	12.97
1140	28	42.1	0.05	4.92	14.09	21.03
1141	24.1	46.9	0	4.92	14.09	17.9
1142	28.9	51.1	0.03	7.61	27.96	36.01
1143	27	41	0	7.61	17.9	25.95
1144	25	43	0	7.16	17	25.05
1145	28	50	0	6.71	16.11	25.95
1146	25	54	0	3.13	14.09	19.91
1147	23	59	0	2.46	12.08	16.11
1148	25	64.9	0	3.8	14.09	17.9
1149	36	52	0.29	2.46	16.11	19.91
1150	39.9	53.1	0	2.68	8.95	12.97
1151	37	48	0.12	5.59	12.08	14.99
1152	30	42.1	0	8.5	17.9	29.08
1153	28.9	50	0	10.29	21.92	31.99
1154	30	51.1	0	6.71	14.99	21.92
1155	26.1	51.1	0	6.71	17.9	27.96
1156	28.9	54	0	3.36	12.97	17.9
1157	33.1	42.1	0.29	9.62	19.91	25.95
1158	33.1	44.1	0.12	6.04	12.97	21.03
1159	36	51.1	0	5.59	14.09	21.03
1160	25	51.1	0	3.36	14.09	23.94
1161	28.9	55.9	0	2.46	14.09	19.91
1162	24.1	63	0	2.24	12.97	19.91
1163	30	66	0	2.01	12.97	17
1164	35.1	73	0	2.01	14.09	19.91
1165	50	69.1	0.16	8.05	23.04	29.08
1166	52	69.1	0.32	4.47	10.07	14.09
1167	57	64	0.09	6.71	14.99	21.03
1168	48.9	68	0.42	8.28	21.03	25.95
1169	45	62.1	0.22	5.59	14.99	19.91
1170	39.9	62.1	0	5.37	14.99	23.94
1171	39	52	0	4.7	14.09	23.04
1172	35.1	64	0	1.79	12.08	16.11
1173	45	68	0	2.01	14.09	17
1174	37	73.9	0	2.46	14.99	17
1175	39.9	78.1	0	5.59	17	23.04
1176	52	69.1	0	8.95	17.9	25.05
1177	44.1	66	0	14.54	25.95	31.99
1178	39	66	0.01	11.63	21.92	29.97
1179	39	73.9	0	4.7	14.99	21.03
1180	48.9	75.9	0	9.62	21.03	27.96
1181	36	66.9	0.06	8.95	19.91	29.97
1182	32	57.9	0	6.04	14.99	21.03
1183	37.9	69.1	0.09	11.63	27.96	42.95
1184	52	66.9	1.52	3.8	12.97	19.91
1185	51.1	69.1	0	7.83	17.9	29.08
1186	41	77	0	4.47	14.09	21.03
1187	43	84	0	2.46	10.07	12.97
1188	54	88	0	4.7	14.09	19.91
1189	55	80.1	0	7.83	16.11	21.03
1190	57.9	82.9	0	3.58	12.97	17
1191	57.9	88	0	6.71	16.11	21.92
1192	62.1	90	0	10.29	23.04	29.97
1193	61	87.1	0	12.97	21.92	29.97
1194	62.1	81	0.13	15.21	27.96	36.01
1195	46	66	0.61	5.82	19.91	25.05
1196	42.1	70	0	2.01	10.07	23.94
1197	41	75.9	0	3.8	12.97	14.09
1198	46	78.1	0	4.03	16.11	19.91
1199	51.1	79	0	6.93	21.03	25.95
1200	41	57	0	7.61	16.11	23.94
1201	37.9	75	0	2.01	8.95	12.97
1202	50	86	0	8.28	21.03	27.96
1203	55.9	78.1	0	7.61	19.91	25.05
1204	41	66	0	4.7	14.09	21.03
1205	39.9	68	0	3.36	12.97	21.03
1206	42.1	73.9	0	3.58	12.97	19.91
1207	48	64.9	0.33	2.68	12.97	21.92
1208	44.1	75	0	2.91	12.97	17.9
1209	48	72	0	1.34	8.05	8.95
1210	57	77	0.11	5.59	14.09	17
1211	62.1	81	0.29	14.32	27.96	34.9
1212	59	78.1	0	9.84	21.03	29.97
1213	50	68	0	7.61	17	25.95
1214	41	66.9	0	4.47	17	25.95
1215	37.9	75	0	4.25	17.9	23.94
1216	50	82.9	0	9.62	21.03	25.95
1217	61	89.1	0	10.51	19.91	25.05
1218	72	91.9	0	13.87	23.94	33.11
1219	72	78.1	0	11.41	21.03	27.96
1220	57.9	82	0	3.8	14.09	17
1221	55.9	89.1	0	4.47	14.99	17
1222	68	91.9	0	8.05	16.11	21.92
1223	61	90	0	7.83	16.11	23.94
1224	62.1	90	0	11.86	23.04	36.91
1225	48.9	68	0	6.93	17	25.05
1226	42.1	68	0	4.47	16.11	21.92
1227	55.9	68	0	7.16	19.91	23.04
1228	64	84.9	0	11.18	21.92	29.08
1229	64	75.9	0	6.93	14.99	17.9
1230	64.9	93.9	0	7.61	14.99	21.03
1231	68	95	0	4.47	14.09	17.9
1232	66.9	82	0.12	4.92	14.99	19.91
1233	55.9	77	2.3	8.28	16.11	21.03
1234	54	63	0.08	3.8	12.08	16.11
1235	57	70	0.36	3.8	8.95	14.09
1236	57.9	79	0	2.68	8.95	14.09
1237	54	84	0	2.68	10.07	14.99
1238	66	82	0.59	4.92	17.9	23.94
1239	64.9	80.1	1.08	3.36	14.99	17.9
1240	64	73	0.04	7.83	17	23.04
1241	64	78.1	0	7.38	17.9	23.94
1242	62.1	82.9	0	5.82	16.11	19.91
1243	60.1	91	0	3.58	17	25.05
1244	64	87.1	0.41	6.71	25.05	31.09
1245	64.9	84	0.02	5.14	16.11	19.91
1246	69.1	88	0	7.38	17.9	21.92
1247	69.1	88	0	9.17	19.91	23.94
1248	69.1	84.9	0.29	6.49	19.91	23.04
1249	71.1	88	0.01	4.7	12.97	17
1250	70	89.1	0	6.04	12.97	17
1251	70	91.9	0	7.61	17.9	23.04
